,weight,gain,cover,total_gain,total_cover
feature_604,2.0,1.2554974555969238,15.026126861572266,2.5109949111938477,30.05225372314453
feature_607,2.0,4.2421722412109375,436.17730712890625,8.484344482421875,872.3546142578125
feature_608,2.0,3.4989547729492188,124.57093811035156,6.9979095458984375,249.14187622070312
feature_609,3.0,4.607904434204102,74.6146240234375,13.823713302612305,223.8438720703125
feature_610,2.0,4.153631687164307,294.77459716796875,8.307263374328613,589.5491943359375
feature_613,4.0,7.899013996124268,280.0607604980469,31.59605598449707,1120.2430419921875
feature_614,1.0,7.016085624694824,161.77645874023438,7.016085624694824,161.77645874023438
feature_615,1.0,2.4292781352996826,122.07476806640625,2.4292781352996826,122.07476806640625
feature_616,2.0,29.524219512939453,74.61821746826172,59.048439025878906,149.23643493652344
feature_617,1.0,1.656522512435913,26.38232421875,1.656522512435913,26.38232421875
feature_618,1.0,0.5678036212921143,41.2071418762207,0.5678036212921143,41.2071418762207
feature_621,2.0,2.157845973968506,149.10357666015625,4.315691947937012,298.2071533203125
feature_622,1.0,3.469402313232422,40.18857192993164,3.469402313232422,40.18857192993164
feature_623,2.0,5.390166282653809,100.2342529296875,10.780332565307617,200.468505859375
feature_627,1.0,7.134563446044922,32.71575927734375,7.134563446044922,32.71575927734375
feature_628,1.0,4.006316184997559,64.58404541015625,4.006316184997559,64.58404541015625
feature_629,3.0,3.7819292545318604,289.1436462402344,11.34578800201416,867.430908203125
feature_630,2.0,3.885636329650879,26.819782257080078,7.771272659301758,53.639564514160156
feature_631,1.0,1.141771912574768,62.78798294067383,1.141771912574768,62.78798294067383
feature_632,5.0,8.45374584197998,303.44012451171875,42.26873016357422,1517.20068359375
feature_634,1.0,6.484345436096191,78.30811309814453,6.484345436096191,78.30811309814453
feature_635,1.0,1.8885612487792969,25.503070831298828,1.8885612487792969,25.503070831298828
feature_637,1.0,2.317950963973999,246.33297729492188,2.317950963973999,246.33297729492188
feature_638,1.0,3.4972658157348633,90.43019104003906,3.4972658157348633,90.43019104003906
feature_639,3.0,2.131718873977661,162.112548828125,6.395156383514404,486.337646484375
feature_640,1.0,3.274430274963379,158.03271484375,3.274430274963379,158.03271484375
feature_641,3.0,6.339406967163086,227.9393768310547,19.018220901489258,683.818115234375
feature_646,3.0,6.51630973815918,248.6487579345703,19.54892921447754,745.9462890625
feature_647,3.0,2.0032243728637695,217.40985107421875,6.009673118591309,652.2295532226562
feature_649,2.0,8.272048950195312,66.90956115722656,16.544097900390625,133.81912231445312
feature_650,2.0,2.7188854217529297,339.554443359375,5.437770843505859,679.10888671875
feature_653,3.0,3.1238954067230225,23.089990615844727,9.371685981750488,69.26997375488281
feature_654,5.0,20.875133514404297,266.41552734375,104.37566375732422,1332.07763671875
feature_655,1.0,3.1877336502075195,36.550437927246094,3.1877336502075195,36.550437927246094
feature_656,3.0,3.784325361251831,80.02814483642578,11.352975845336914,240.08444213867188
feature_660,1.0,6.399093151092529,67.13907623291016,6.399093151092529,67.13907623291016
feature_661,1.0,0.76926589012146,26.82159996032715,0.76926589012146,26.82159996032715
feature_662,2.0,4.780037879943848,278.41845703125,9.560075759887695,556.8369140625
feature_664,1.0,0.46586546301841736,36.79497528076172,0.46586546301841736,36.79497528076172
feature_665,2.0,9.961889266967773,365.40301513671875,19.923778533935547,730.8060302734375
feature_666,4.0,7.665466785430908,298.51361083984375,30.661867141723633,1194.054443359375
feature_667,2.0,2.4671387672424316,51.858524322509766,4.934277534484863,103.71704864501953
feature_668,3.0,8.72132396697998,264.4852294921875,26.163972854614258,793.4556884765625
feature_672,2.0,4.151649475097656,26.242292404174805,8.303298950195312,52.48458480834961
feature_676,1.0,2.9727747440338135,254.10491943359375,2.9727747440338135,254.10491943359375
feature_677,2.0,2.5867600440979004,73.60871887207031,5.173520088195801,147.21743774414062
feature_678,2.0,2.750021457672119,189.40089416503906,5.500042915344238,378.8017883300781
feature_679,2.0,2.3321757316589355,62.867469787597656,4.664351463317871,125.73493957519531
feature_680,1.0,4.697504043579102,187.24551391601562,4.697504043579102,187.24551391601562
feature_681,3.0,4.363687038421631,25.773574829101562,13.091060638427734,77.32072448730469
feature_682,2.0,5.845279693603516,365.0350646972656,11.690559387207031,730.0701293945312
feature_684,1.0,2.002708911895752,263.8503723144531,2.002708911895752,263.8503723144531
feature_686,1.0,5.782680034637451,592.750732421875,5.782680034637451,592.750732421875
feature_689,1.0,0.8921892642974854,10.752944946289062,0.8921892642974854,10.752944946289062
feature_690,1.0,2.2784628868103027,15.982701301574707,2.2784628868103027,15.982701301574707
feature_694,1.0,3.1641159057617188,704.7003173828125,3.1641159057617188,704.7003173828125
feature_695,1.0,1.780451774597168,42.004119873046875,1.780451774597168,42.004119873046875
feature_697,1.0,2.9126126766204834,221.53981018066406,2.9126126766204834,221.53981018066406
feature_698,1.0,3.9338154792785645,128.96629333496094,3.9338154792785645,128.96629333496094
feature_700,1.0,1.8753151893615723,257.802978515625,1.8753151893615723,257.802978515625
feature_702,1.0,2.2910139560699463,151.66226196289062,2.2910139560699463,151.66226196289062
feature_703,1.0,5.886122226715088,68.00245666503906,5.886122226715088,68.00245666503906
feature_704,2.0,4.70066499710083,92.43462371826172,9.40132999420166,184.86924743652344
feature_705,4.0,2.609553813934326,94.61378479003906,10.438215255737305,378.45513916015625
feature_706,4.0,5.605201721191406,102.07918548583984,22.420806884765625,408.3167419433594
feature_707,1.0,0.034320950508117676,10.357478141784668,0.034320950508117676,10.357478141784668
feature_709,1.0,7.1433587074279785,234.8226776123047,7.1433587074279785,234.8226776123047
feature_711,1.0,3.374191999435425,217.7920684814453,3.374191999435425,217.7920684814453
feature_713,3.0,3.615952253341675,55.57572555541992,10.847856521606445,166.7271728515625
feature_715,1.0,2.502302408218384,48.81665802001953,2.502302408218384,48.81665802001953
feature_716,1.0,4.195895195007324,42.344242095947266,4.195895195007324,42.344242095947266
feature_717,2.0,3.6131930351257324,243.21493530273438,7.226386070251465,486.42987060546875
feature_718,1.0,1.1311737298965454,13.928577423095703,1.1311737298965454,13.928577423095703
feature_720,3.0,11.905845642089844,367.6527099609375,35.71753692626953,1102.9581298828125
feature_722,1.0,22.806869506835938,719.967529296875,22.806869506835938,719.967529296875
feature_723,2.0,3.4352664947509766,17.547916412353516,6.870532989501953,35.09583282470703
feature_725,1.0,2.0091843605041504,83.27987670898438,2.0091843605041504,83.27987670898438
feature_728,1.0,2.5113320350646973,40.06991958618164,2.5113320350646973,40.06991958618164
feature_731,2.0,4.633169174194336,64.39418029785156,9.266338348388672,128.78836059570312
feature_732,2.0,6.817818641662598,376.05279541015625,13.635637283325195,752.1055908203125
feature_734,1.0,5.545962333679199,27.92023468017578,5.545962333679199,27.92023468017578
feature_736,1.0,5.915516376495361,36.04277038574219,5.915516376495361,36.04277038574219
feature_737,1.0,4.697574615478516,309.8851013183594,4.697574615478516,309.8851013183594
feature_739,4.0,3.301344871520996,190.3224334716797,13.205379486083984,761.2897338867188
feature_740,3.0,1.5138241052627563,83.25163269042969,4.541472434997559,249.75489807128906
feature_741,3.0,4.538930416107178,227.3914794921875,13.616790771484375,682.1744384765625
feature_743,1.0,6.457038402557373,46.365623474121094,6.457038402557373,46.365623474121094
feature_745,2.0,6.702558517456055,431.34515380859375,13.40511703491211,862.6903076171875
feature_750,1.0,30.473785400390625,307.19549560546875,30.473785400390625,307.19549560546875
feature_753,1.0,7.177130222320557,254.36386108398438,7.177130222320557,254.36386108398438
feature_755,1.0,2.3866753578186035,217.7145538330078,2.3866753578186035,217.7145538330078
feature_757,1.0,6.345551013946533,269.1769714355469,6.345551013946533,269.1769714355469
feature_758,3.0,6.473572254180908,411.2923278808594,19.420717239379883,1233.876953125
feature_759,1.0,2.7807037830352783,196.57276916503906,2.7807037830352783,196.57276916503906
feature_760,5.0,3.259861469268799,69.0972671508789,16.299306869506836,345.486328125
feature_763,1.0,1.6195225715637207,158.03488159179688,1.6195225715637207,158.03488159179688
feature_764,1.0,2.472384452819824,139.10098266601562,2.472384452819824,139.10098266601562
feature_765,1.0,3.4294066429138184,254.24085998535156,3.4294066429138184,254.24085998535156
feature_772,1.0,1.7077175378799438,8.615002632141113,1.7077175378799438,8.615002632141113
feature_773,2.0,14.004386901855469,176.44635009765625,28.008773803710938,352.8927001953125
feature_776,1.0,7.210587501525879,358.76171875,7.210587501525879,358.76171875
feature_779,1.0,17.507503509521484,838.9796142578125,17.507503509521484,838.9796142578125
feature_781,1.0,16.69230842590332,324.2084655761719,16.69230842590332,324.2084655761719
feature_782,3.0,5.839393615722656,154.37249755859375,17.51818084716797,463.11749267578125
feature_792,2.0,26.262226104736328,505.76043701171875,52.524452209472656,1011.5208740234375
feature_795,1.0,2.748811960220337,211.91053771972656,2.748811960220337,211.91053771972656
feature_799,2.0,4.065973281860352,721.8131103515625,8.131946563720703,1443.626220703125
feature_801,1.0,0.027257084846496582,7.088850021362305,0.027257084846496582,7.088850021362305
feature_803,1.0,7.678478240966797,51.130828857421875,7.678478240966797,51.130828857421875
feature_804,1.0,4.097938060760498,376.636962890625,4.097938060760498,376.636962890625
feature_805,1.0,1.9786778688430786,21.18294906616211,1.9786778688430786,21.18294906616211
feature_806,2.0,8.339606285095215,39.62255859375,16.67921257019043,79.2451171875
feature_809,1.0,2.8650894165039062,681.2051391601562,2.8650894165039062,681.2051391601562
feature_812,1.0,2.6977322101593018,115.13117218017578,2.6977322101593018,115.13117218017578
feature_814,1.0,5.749415397644043,58.13701248168945,5.749415397644043,58.13701248168945
feature_821,3.0,2.515037775039673,131.43482971191406,7.5451130867004395,394.30450439453125
feature_823,1.0,212.96343994140625,199.0625,212.96343994140625,199.0625
feature_824,1.0,2.1635494232177734,97.49079132080078,2.1635494232177734,97.49079132080078
feature_825,1.0,6.525640487670898,56.411964416503906,6.525640487670898,56.411964416503906
feature_828,2.0,2.125626564025879,18.179067611694336,4.251253128051758,36.35813522338867
feature_829,1.0,4.075209140777588,94.38600158691406,4.075209140777588,94.38600158691406
feature_835,1.0,0.4448970556259155,28.85912322998047,0.4448970556259155,28.85912322998047
feature_836,1.0,2.0008020401000977,202.78173828125,2.0008020401000977,202.78173828125
